Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,OnTimeDelivery
D,Flight,4,1,108,5,low,M,49,1838,1
D,Road,7,5,59,4,low,M,31,1019,1
C,Flight,2,2,132,7,low,M,58,5475,0
A,Road,2,2,142,9,low,M,11,7013,0
B,Ship,4,4,51,9,high,M,16,7282,1
B,Ship,3,5,97,9,medium,F,1,2194,0
F,Road,5,5,183,6,low,M,38,5171,1
F,Flight,7,3,93,7,medium,M,49,4600,0
B,Ship,3,4,231,3,low,F,50,1693,1
C,Ship,6,2,248,7,high,F,30,3933,1
C,Road,5,5,85,6,low,F,24,1296,0
D,Road,7,5,185,4,medium,F,56,2433,0
D,Road,6,1,132,9,medium,M,27,1703,0
F,Road,4,2,59,5,high,M,44,4776,1
B,Road,6,1,210,3,medium,F,25,5632,1
C,Road,4,4,278,4,high,M,28,5551,0
B,Road,6,5,151,3,low,F,54,1315,1
A,Flight,5,4,268,3,medium,F,39,3469,0
B,Flight,6,1,142,4,low,M,4,1735,0
A,Flight,3,2,68,8,medium,M,57,3474,1
D,Flight,4,5,67,2,low,F,60,7782,0
D,Ship,2,2,164,7,low,M,21,6679,0
F,Flight,6,4,228,2,medium,M,36,2062,1
B,Ship,4,3,72,4,low,M,30,2776,1
B,Ship,2,2,178,5,low,F,13,7282,0
A,Ship,4,2,108,9,low,M,33,5716,1
D,Road,4,2,293,3,medium,F,52,3152,0
A,Ship,2,5,156,8,low,M,20,1614,1
D,Ship,2,4,180,4,high,M,36,4343,0
A,Ship,5,4,59,2,low,F,23,1214,0
D,Road,7,5,172,7,low,F,63,7884,0
A,Flight,6,2,248,3,low,F,16,2667,1
D,Flight,6,2,98,4,high,F,45,4728,1
A,Ship,4,3,105,7,low,M,30,550,0
B,Ship,3,2,139,4,low,M,49,1077,1
F,Flight,3,1,193,6,medium,M,49,3611,0
A,Flight,7,2,88,4,medium,F,42,2496,0
F,Flight,4,3,158,8,medium,M,16,1131,0
B,Flight,5,1,145,8,low,M,18,4456,0
B,Ship,2,3,253,2,medium,M,49,3854,0
D,Ship,4,3,93,7,high,F,61,3054,1
F,Ship,6,4,57,4,medium,F,26,7130,1
C,Flight,3,5,185,8,low,F,39,4804,0
D,Road,3,3,94,2,low,F,36,1490,1
F,Flight,3,2,188,4,high,M,15,4777,1
A,Flight,5,4,298,3,high,F,25,3949,0
A,Road,6,1,146,9,low,M,58,4798,1
B,Road,5,5,202,9,low,F,64,3068,0
C,Flight,2,4,66,10,medium,M,32,6910,0
A,Road,4,3,272,10,high,F,33,3450,1
F,Road,4,4,132,3,low,F,59,6360,0
F,Road,3,2,286,8,low,M,50,4665,1
A,Flight,3,2,232,8,low,F,63,5649,0
F,Flight,2,2,128,5,medium,F,20,6224,0
F,Road,5,5,105,7,medium,M,6,3794,1
B,Ship,7,4,93,2,medium,F,64,970,1
C,Road,7,4,102,7,low,F,64,6976,0
B,Road,7,3,290,2,low,M,63,7785,0
C,Flight,6,1,212,6,low,F,17,3992,0
F,Ship,2,2,88,5,high,M,60,3007,0
C,Road,4,1,179,7,low,F,15,4512,1
F,Ship,4,1,147,6,medium,F,64,3397,0
F,Flight,5,2,74,6,high,F,60,4592,0
B,Ship,2,2,215,4,medium,M,63,7999,1
B,Flight,6,3,245,3,low,F,29,7918,1
D,Road,2,5,129,8,low,M,9,3510,0
A,Flight,2,2,81,9,low,M,28,5283,0
D,Ship,5,1,128,6,low,M,21,6103,0
D,Ship,6,3,283,10,medium,F,13,1732,0
C,Ship,7,4,127,2,medium,F,5,7421,0
F,Road,4,3,218,4,medium,F,43,3712,1
F,Ship,3,2,128,9,high,F,62,4143,1
F,Ship,7,2,120,6,low,M,49,7434,1
A,Ship,6,5,56,3,medium,M,60,7953,1
C,Flight,4,3,249,10,low,F,19,3691,1
C,Ship,7,2,260,2,high,M,65,7472,1
F,Flight,5,1,67,4,low,M,14,6927,1
D,Ship,6,1,66,5,medium,F,37,7818,1
A,Flight,6,3,259,8,low,F,4,5560,1
D,Flight,4,5,260,5,low,M,14,7972,0
B,Road,4,3,166,3,medium,F,10,913,0
C,Road,2,5,153,3,high,F,50,4796,0
C,Flight,2,1,126,2,low,M,32,5987,0
D,Flight,6,2,108,8,medium,M,35,525,0
A,Road,3,4,60,10,low,M,40,879,0
C,Flight,5,2,174,3,low,F,34,1429,1
D,Road,4,1,100,8,medium,M,56,2103,1
A,Road,2,1,56,9,low,M,63,4161,1
D,Ship,5,2,204,4,medium,F,32,7925,1
A,Ship,7,2,236,5,low,F,32,1315,0
F,Road,7,1,86,10,low,M,17,3129,1
A,Road,6,2,54,5,low,M,10,4075,0
B,Flight,4,4,111,7,medium,F,61,5052,0
F,Road,7,4,249,9,medium,F,46,1419,0
D,Road,4,3,123,3,medium,M,60,1344,1
F,Ship,2,4,278,2,medium,M,55,7998,0
F,Road,7,1,139,8,medium,F,23,4187,1
D,Flight,3,1,128,2,low,M,64,4940,1
D,Road,7,3,104,5,low,F,5,5393,0
B,Ship,4,5,193,6,low,M,25,6091,0
D,Ship,3,3,270,3,high,M,64,3477,1
C,Ship,5,5,141,5,low,M,53,2186,1
C,Ship,7,5,123,8,high,F,61,6086,1
B,Road,4,2,105,5,medium,F,11,6708,1
A,Flight,7,4,281,2,medium,M,23,1346,1
A,Flight,7,5,228,5,low,F,38,3309,1
C,Flight,4,2,245,7,low,F,21,3932,1
D,Road,3,3,223,6,medium,M,47,2923,1
B,Road,2,3,110,5,medium,M,3,5537,0
A,Road,7,5,153,3,high,F,28,5425,0
A,Flight,6,2,166,7,low,M,5,4137,1
F,Road,5,1,127,7,medium,M,46,7043,1
C,Road,4,4,285,7,low,F,54,7599,1
D,Ship,7,5,82,5,low,M,54,853,0
B,Ship,2,1,104,9,medium,F,48,7390,0
A,Flight,4,4,292,2,high,F,24,5300,0
F,Ship,7,1,67,9,high,M,44,5421,0
C,Ship,5,2,189,9,low,M,7,4489,0
C,Ship,6,5,123,6,medium,F,10,5288,0
B,Road,4,1,70,10,medium,F,0,7413,0
A,Ship,7,1,146,10,medium,F,27,5924,1
B,Ship,3,1,255,5,medium,M,8,2432,0
B,Ship,2,5,250,3,medium,F,48,3990,1
F,Road,6,2,203,2,medium,M,65,2056,1
C,Flight,4,2,256,9,medium,F,21,1083,0
D,Road,7,1,198,9,low,F,38,1680,0
C,Road,6,2,199,8,high,M,22,7905,1
C,Ship,3,4,232,4,low,F,60,6460,0
F,Flight,4,2,95,4,high,M,42,4215,1
D,Ship,6,1,90,9,low,M,44,4278,1
A,Ship,4,4,284,9,high,M,40,4966,0
D,Flight,4,5,54,3,medium,F,18,1374,1
A,Flight,6,3,93,2,low,M,43,2039,0
D,Road,4,2,193,2,high,M,25,590,0
B,Flight,3,4,293,2,medium,M,15,5912,1
D,Road,6,3,212,4,medium,M,21,1633,1
F,Road,7,5,54,2,medium,F,5,877,0
A,Ship,6,3,111,9,low,M,36,6609,1
C,Ship,3,5,139,9,low,F,23,7043,1
F,Ship,3,1,75,10,low,F,39,7503,0
A,Flight,3,1,110,5,high,M,9,2218,0
A,Flight,7,5,228,9,low,F,30,959,0
C,Road,7,3,118,8,low,F,50,1551,1
B,Road,4,2,233,5,medium,M,53,6254,0
F,Road,4,3,99,2,medium,M,52,2607,0
C,Flight,5,3,174,4,low,F,19,2535,0
C,Road,4,2,85,9,high,F,30,4968,0
B,Road,3,3,201,9,low,M,15,6888,1
F,Flight,5,3,256,3,low,F,42,2401,1
C,Ship,3,4,79,8,medium,F,10,7287,0
B,Flight,2,5,118,2,low,F,47,7254,1
F,Road,7,1,281,5,low,M,39,3128,0
D,Ship,6,5,225,8,high,M,18,7909,1
A,Flight,2,3,71,5,low,M,64,6672,1
B,Ship,7,2,82,5,low,M,57,4332,0
A,Ship,7,2,118,8,high,M,26,3327,1
D,Road,3,1,299,2,low,M,40,599,0
C,Flight,4,1,145,6,medium,M,13,5458,1
C,Road,6,1,99,7,low,F,34,6654,0
F,Flight,4,2,289,8,low,M,1,5537,0
B,Flight,4,3,72,8,low,M,12,7571,1
B,Flight,6,1,187,8,medium,M,35,1467,0
F,Ship,6,1,213,3,medium,F,41,6077,1
A,Ship,2,2,163,7,low,F,23,3838,0
C,Road,3,3,66,10,medium,F,14,7054,0
C,Flight,4,1,230,8,medium,M,6,5369,1
B,Flight,3,3,140,8,medium,F,2,682,0
B,Ship,3,4,299,3,high,M,19,604,0
F,Flight,5,1,286,8,medium,M,42,4089,0
D,Road,2,1,185,10,medium,F,25,1114,1
A,Flight,4,2,281,4,low,F,44,913,0
D,Flight,7,4,221,3,medium,M,27,1541,0
D,Ship,6,4,238,7,low,M,44,5466,0
B,Flight,6,4,171,3,low,F,59,1818,1
B,Road,3,5,291,2,medium,M,39,4929,0
B,Road,2,2,183,5,medium,F,8,7602,1
D,Road,2,2,120,10,low,F,39,1154,1
A,Road,4,1,139,4,low,M,13,5925,0
B,Ship,4,2,258,4,high,M,9,6824,1
C,Flight,3,1,214,7,low,F,47,1751,0
A,Ship,3,1,103,7,medium,M,14,2122,1
C,Road,3,5,72,9,low,F,44,7191,0
A,Flight,5,2,268,7,low,F,57,6348,1
B,Ship,2,2,234,9,low,M,18,6652,1
F,Flight,3,5,100,9,low,F,47,7472,1
B,Road,2,5,281,8,medium,M,27,7768,0
D,Road,7,2,107,6,low,M,43,4235,0
D,Flight,6,2,196,5,low,F,21,6598,0
A,Flight,6,1,204,2,high,F,39,7511,1
D,Road,2,3,266,7,low,F,43,6320,1
B,Ship,7,1,281,9,low,F,30,2389,1
C,Road,6,4,74,5,high,M,4,2750,1
B,Flight,6,4,198,8,low,F,28,4211,1
A,Ship,6,3,172,4,high,M,65,1302,1
D,Road,4,5,74,6,low,F,13,7919,0
C,Flight,7,4,174,8,medium,M,58,4943,0
F,Flight,4,5,228,10,low,F,52,5991,0
C,Flight,2,5,120,10,low,F,28,3164,0
C,Ship,2,1,84,8,low,F,3,6162,1
B,Ship,5,5,119,5,high,F,31,5207,1
F,Ship,4,3,153,7,medium,F,48,6868,0
A,Ship,2,1,227,5,low,M,37,6512,0
A,Flight,4,3,192,4,medium,F,28,7810,1
C,Flight,5,5,201,10,high,F,0,2741,0
C,Ship,2,4,98,6,low,F,2,3186,0
D,Ship,2,5,117,9,low,F,41,858,1
F,Flight,2,3,56,4,medium,M,31,2802,0
C,Road,2,2,143,10,high,F,22,5605,0
D,Road,3,2,177,2,low,F,25,5134,1
F,Flight,7,4,130,3,medium,F,37,7522,1
A,Ship,7,3,231,5,low,F,21,6787,0
D,Ship,4,4,299,3,medium,M,11,5174,1
F,Flight,4,1,87,10,low,F,62,946,0
D,Road,4,5,143,8,low,F,15,2062,1
C,Flight,5,1,94,3,medium,M,57,7341,1
B,Flight,3,2,152,5,medium,M,14,3723,1
A,Flight,4,5,186,7,low,F,4,6202,0
C,Ship,4,1,104,3,high,M,50,1380,1
C,Ship,2,2,260,10,medium,M,40,1499,0
F,Ship,2,1,101,4,medium,F,3,2630,0
D,Road,2,5,254,3,low,M,46,2714,0
A,Flight,4,1,160,5,high,F,21,2342,1
C,Flight,2,5,98,6,medium,F,30,1202,1
F,Road,4,1,278,5,low,M,28,4331,0
A,Ship,5,4,232,4,high,M,40,3059,0
D,Flight,5,1,260,4,high,F,60,5115,0
C,Road,6,1,119,4,medium,F,52,6220,0
C,Ship,3,4,253,4,medium,M,15,3337,1
C,Ship,2,2,256,7,low,M,54,5685,0
A,Flight,7,5,160,5,low,M,16,1691,0
A,Ship,2,3,180,8,medium,M,17,2081,1
A,Road,3,2,117,8,high,M,36,6642,1
A,Ship,3,5,150,5,medium,F,59,6141,0
F,Flight,6,1,87,2,medium,M,28,4421,0
B,Road,3,2,247,10,low,F,21,972,0
F,Ship,4,1,98,8,low,M,53,6245,1
C,Ship,2,2,141,7,low,M,44,5059,1
F,Ship,3,2,57,6,low,M,51,1218,0
D,Road,4,3,292,10,medium,F,57,6586,0
A,Ship,3,4,165,10,low,M,2,3263,0
D,Flight,7,2,297,7,low,F,0,3923,0
D,Road,4,1,144,9,low,F,54,1396,0
C,Road,5,3,262,8,low,F,44,4395,0
A,Ship,4,2,295,2,high,M,56,4382,1
D,Road,6,4,222,3,low,M,16,4042,0
C,Flight,4,1,78,10,low,M,28,2710,1
A,Road,3,3,128,5,low,M,17,4916,1
B,Flight,5,5,226,4,high,M,8,3295,1
C,Ship,5,4,73,3,low,M,14,7583,0
F,Road,4,5,198,9,low,M,8,5703,1
A,Flight,3,5,162,8,medium,F,30,707,0
D,Ship,5,3,72,10,low,F,1,4056,1
D,Flight,7,3,144,4,medium,M,53,1312,0
F,Road,4,3,275,2,medium,M,47,5142,0
F,Road,4,5,205,10,low,F,0,1048,0
D,Flight,4,1,209,6,low,F,62,2100,1
A,Ship,5,3,199,6,medium,M,33,7586,1
C,Ship,2,4,239,4,high,M,64,2858,1
F,Ship,3,3,116,9,medium,F,10,4245,1
F,Ship,6,3,167,9,low,M,8,520,0
F,Flight,6,3,122,2,low,M,6,6413,1
B,Road,3,5,55,5,low,M,45,2561,0
A,Flight,2,1,114,7,medium,F,36,2693,1
A,Road,3,3,71,10,medium,M,48,5451,1
A,Road,4,5,228,3,low,M,7,2070,1
A,Flight,7,4,245,8,high,F,60,6068,0
A,Flight,3,1,158,2,low,M,35,6889,0
D,Ship,3,5,165,5,medium,F,1,6882,0
F,Road,7,2,234,8,low,M,44,5598,1
D,Ship,5,4,249,4,low,M,5,6147,0
B,Ship,6,4,104,4,medium,F,36,1072,0
C,Flight,6,2,278,5,medium,M,56,4961,0
F,Ship,4,5,219,9,medium,M,18,3051,1
B,Ship,7,5,229,4,medium,M,51,1370,1
D,Ship,4,4,238,9,low,M,30,4953,0
C,Flight,5,5,68,10,low,M,46,7176,1
B,Ship,4,2,157,9,medium,M,38,1483,0
C,Ship,7,5,178,9,low,F,50,5645,1
B,Flight,7,4,218,10,high,M,54,3746,0
D,Flight,2,5,240,5,low,F,20,2337,1
C,Flight,5,1,265,4,medium,F,32,6119,1
B,Road,7,2,97,9,low,F,20,2906,0
D,Flight,7,2,258,2,high,F,9,3589,1
F,Road,5,3,209,2,low,M,3,3996,1
D,Flight,3,5,227,5,low,M,47,3787,1
D,Flight,3,2,191,4,low,F,56,735,0
F,Flight,2,5,66,3,medium,F,11,5455,0
D,Road,7,1,145,10,low,M,9,2823,0
F,Ship,5,4,274,6,low,M,7,6512,1
F,Flight,5,4,79,4,low,M,21,1114,1
F,Road,3,3,170,10,low,F,34,3016,1
B,Flight,6,3,294,9,medium,F,3,3813,1
C,Ship,6,2,160,5,low,F,15,7665,0
B,Road,7,2,228,6,medium,M,36,7781,1
F,Flight,3,2,147,6,medium,M,21,5685,0
C,Flight,7,1,269,9,medium,M,61,7896,1
C,Flight,4,3,239,8,medium,M,49,3223,0
F,Ship,5,3,201,4,medium,M,59,1412,1
C,Road,7,4,169,7,medium,M,26,6942,0
C,Flight,2,3,240,7,low,M,51,5177,1
B,Flight,6,3,191,3,low,F,39,5851,0
C,Road,7,1,295,2,medium,F,29,4053,0
F,Ship,4,2,83,8,low,F,51,4011,1
A,Ship,5,1,236,4,medium,F,37,3529,0
A,Ship,4,5,160,6,medium,F,14,7256,1
A,Ship,7,4,242,9,low,F,27,765,0
F,Ship,5,4,135,6,high,M,58,7993,1
A,Flight,5,4,210,6,medium,F,39,7104,1
B,Flight,3,2,157,6,medium,F,4,4921,0
F,Flight,3,2,167,8,low,F,38,5591,0
F,Road,2,2,160,3,high,F,55,4116,0
F,Ship,2,4,107,2,medium,M,34,1397,1
C,Road,4,4,67,5,low,M,16,1347,0
C,Ship,3,4,160,6,medium,M,18,5260,0
C,Ship,5,5,152,8,low,M,17,6471,0
D,Road,3,5,189,2,low,M,1,1230,0
B,Flight,5,4,251,10,high,M,65,7457,0
F,Road,3,2,243,5,high,F,48,1410,0
F,Flight,5,2,179,7,medium,F,31,5595,0
C,Ship,4,5,247,2,medium,M,37,6461,1
F,Flight,3,5,261,10,low,M,25,4057,0
F,Ship,6,4,279,5,low,F,52,3790,0
A,Ship,6,4,77,6,low,M,49,4740,1
F,Flight,5,2,169,9,low,M,31,2522,0
D,Ship,4,3,172,7,medium,M,21,2561,1
C,Flight,5,2,91,4,low,F,46,1124,0
B,Road,4,2,52,9,medium,F,0,7390,0
B,Ship,2,4,225,7,low,F,37,5007,0
A,Ship,3,3,278,3,low,F,54,6380,0
B,Road,4,3,278,6,low,F,5,5609,0
B,Ship,5,4,283,4,medium,M,19,6715,1
C,Road,2,1,266,5,medium,F,61,4475,1
C,Road,5,4,136,10,low,F,17,6416,1
D,Ship,6,5,190,4,medium,M,31,7964,0
A,Road,6,3,106,6,medium,M,23,7860,1
B,Road,3,4,265,9,high,M,53,7721,1
D,Road,7,2,180,10,medium,F,50,7868,1
A,Ship,3,2,163,8,low,F,11,2299,1
B,Road,2,2,240,5,low,F,33,887,0
B,Flight,6,4,292,10,low,F,60,6344,1
C,Flight,4,1,87,3,low,M,62,5484,1
F,Road,6,5,108,3,medium,F,38,7992,1
A,Flight,7,2,77,5,high,F,36,3251,1
B,Ship,3,4,75,3,low,M,11,4836,0
A,Road,5,1,133,4,high,M,15,4141,0
D,Ship,2,3,140,6,low,M,18,2588,1
D,Flight,7,3,114,4,low,F,0,5101,1
F,Flight,6,5,123,2,low,F,64,4124,1
B,Flight,4,4,251,4,low,F,18,4057,1
C,Flight,7,4,110,7,low,M,51,4810,0
B,Ship,4,2,234,4,low,F,43,5353,0
A,Road,4,1,295,10,medium,F,43,2151,0
D,Ship,2,5,50,4,medium,M,1,2506,0
A,Road,4,1,209,4,high,F,3,7854,1
F,Flight,4,5,292,4,low,F,18,4981,0
D,Flight,6,4,81,6,medium,F,44,694,1
C,Flight,2,4,284,8,high,M,32,4350,1
D,Flight,5,5,204,6,medium,M,16,6671,1
B,Ship,5,1,190,10,low,F,56,5871,1
B,Road,4,3,66,7,low,M,16,3687,0
D,Road,7,3,205,2,medium,F,3,4470,0
F,Flight,3,2,138,10,high,F,7,4796,0
B,Ship,2,2,101,4,medium,M,36,3795,1
B,Flight,3,1,163,9,medium,F,1,6823,0
C,Road,2,4,213,4,low,M,25,6113,1
D,Road,2,1,96,9,high,M,40,7741,1
B,Ship,6,5,243,5,low,F,12,4223,0
F,Road,4,3,209,2,high,M,23,4593,1
A,Ship,6,2,81,7,low,F,61,6815,1
D,Flight,7,1,247,8,medium,F,64,3569,0
C,Flight,3,1,295,9,low,M,30,7083,1
B,Ship,3,5,144,7,low,F,17,1671,1
F,Flight,5,4,172,2,low,M,14,5808,1
D,Ship,7,4,232,6,low,M,23,5532,0
F,Flight,7,3,250,10,high,F,64,4223,0
F,Flight,6,2,156,4,low,M,14,1020,1
C,Road,6,4,298,6,low,F,50,7948,1
D,Road,7,4,293,7,low,M,19,6590,1
B,Ship,6,4,177,6,low,F,51,6908,1
C,Flight,5,1,129,5,low,M,4,736,0
B,Flight,6,4,138,3,low,M,53,5472,0
A,Flight,6,5,89,6,low,M,36,3712,0
F,Road,7,3,77,2,high,F,61,2175,1
A,Ship,7,4,130,2,low,F,10,5532,1
F,Ship,6,2,80,9,medium,M,41,3786,1
C,Ship,6,1,168,5,medium,F,5,2830,0
B,Flight,7,5,136,2,medium,F,44,1231,1
B,Ship,3,3,80,3,medium,M,56,3986,0
C,Road,4,1,203,6,high,F,38,563,0
D,Road,3,5,53,8,low,F,36,4907,1
A,Ship,6,1,280,6,low,M,39,7445,0
A,Flight,2,3,156,7,low,M,57,4351,1
B,Road,2,3,156,8,medium,M,6,6199,1
B,Road,5,4,156,4,medium,F,39,4871,0
B,Flight,3,2,299,6,medium,F,34,2455,0
C,Flight,7,4,235,9,high,M,13,3510,1
D,Ship,5,1,166,7,medium,F,8,3664,1
A,Road,5,4,294,3,low,F,38,2660,0
F,Road,2,3,128,10,low,F,44,7865,0
C,Ship,3,3,278,3,low,M,60,2616,0
A,Ship,4,3,279,7,low,F,49,4146,0
D,Road,7,4,72,3,low,M,39,6302,0
C,Road,3,5,246,8,high,F,27,2902,0
A,Flight,5,4,154,2,medium,F,35,2687,0
C,Flight,6,4,237,5,low,F,9,4394,0
A,Road,5,4,220,9,high,F,60,7513,1
A,Road,3,4,266,10,high,M,36,1058,1
D,Flight,2,3,271,4,high,M,23,7111,0
F,Ship,3,2,296,10,low,M,33,6348,0
D,Ship,4,4,203,9,low,M,0,4947,1
A,Road,7,4,244,5,low,F,20,3175,1
C,Road,7,2,165,2,high,F,43,1206,0
D,Flight,6,4,245,6,medium,F,39,2913,0
F,Road,6,2,104,8,low,M,51,1969,1
A,Ship,5,3,224,6,high,F,0,874,1
D,Flight,3,5,259,6,low,M,52,5866,0
D,Flight,7,4,236,6,medium,M,32,7218,1
D,Ship,2,5,278,4,medium,M,10,3060,1
D,Ship,4,4,252,7,medium,F,40,3444,1
C,Flight,5,1,252,5,low,F,48,7221,1
F,Road,3,1,277,3,low,F,59,7911,0
F,Ship,2,3,193,5,low,M,45,581,0
A,Flight,3,5,107,7,low,F,15,4701,1
B,Road,2,5,156,7,high,M,33,3677,0
C,Road,3,2,266,10,high,M,23,7136,1
A,Flight,3,2,50,9,medium,M,7,7240,1
A,Ship,7,4,176,6,low,F,29,3509,1
D,Road,5,2,267,4,low,F,52,7627,1
B,Ship,3,2,222,5,low,F,52,2873,1
B,Flight,3,5,143,6,medium,F,64,4659,1
C,Ship,5,1,292,2,low,M,26,3254,0
B,Road,5,5,183,10,low,M,12,5413,0
A,Flight,6,2,268,5,low,F,6,5185,1
B,Road,6,4,101,9,low,F,26,6674,0
B,Road,7,1,68,6,medium,F,35,977,0
F,Flight,5,2,151,6,low,M,55,3196,1
A,Flight,4,2,286,3,medium,F,13,7220,1
B,Ship,7,4,220,9,low,M,0,5721,1
B,Flight,2,4,68,8,low,M,38,5290,0
D,Ship,5,2,88,3,low,F,18,1808,0
B,Flight,6,2,157,7,medium,F,46,2764,0
B,Road,3,5,209,10,low,F,50,1562,0
F,Ship,5,3,289,9,low,F,64,5575,1
A,Flight,5,4,114,4,high,F,6,3455,1
C,Ship,6,4,266,8,medium,F,46,5653,0
A,Ship,6,5,96,5,low,F,6,7817,1
D,Ship,4,1,190,5,low,F,57,1247,0
A,Road,7,1,123,8,medium,M,55,5551,1
B,Flight,6,1,259,8,low,F,33,6701,1
D,Flight,6,4,213,2,low,F,47,1487,1
A,Ship,6,3,263,2,high,F,37,5682,0
D,Flight,7,3,247,7,medium,M,39,3758,0
C,Road,3,5,204,3,low,M,28,4666,0
A,Ship,5,1,121,4,low,F,36,625,0
B,Road,5,1,201,3,low,F,6,7673,1
D,Road,6,2,197,3,medium,F,38,3095,1
F,Flight,7,5,135,9,low,M,17,1299,1
D,Flight,4,5,58,9,medium,F,9,4832,0
F,Ship,6,4,296,7,high,F,55,4398,1
B,Road,7,4,281,4,low,M,22,6122,1
C,Flight,7,5,169,6,high,M,55,4301,1
F,Ship,4,3,291,8,low,F,32,1961,1
C,Ship,7,5,216,6,low,M,44,6713,1
D,Flight,5,3,260,8,low,M,33,533,0
B,Road,4,4,296,8,low,F,5,4254,0
F,Ship,4,5,163,5,medium,M,9,5539,1
D,Flight,2,3,50,7,low,F,37,7205,1
A,Ship,4,2,60,10,low,F,43,5776,0
D,Flight,4,2,154,5,low,F,8,6905,0
C,Ship,3,5,283,2,low,F,29,7732,1
B,Road,5,1,251,9,medium,M,61,6011,0
B,Ship,6,5,50,5,medium,M,32,7532,1
D,Flight,2,4,268,9,medium,F,11,5947,0
A,Flight,4,4,130,10,low,M,63,4237,0
C,Flight,3,2,172,9,low,M,34,4745,1
D,Road,3,3,285,2,medium,M,61,2656,0
D,Flight,7,2,221,10,low,F,16,3517,0
B,Flight,6,3,100,6,medium,M,33,1156,0
C,Road,6,5,66,9,medium,M,60,3040,1
A,Flight,5,1,152,7,medium,M,61,1851,0
B,Flight,7,4,296,8,medium,F,9,4709,0
D,Road,4,5,156,4,low,M,49,1351,0
B,Ship,3,2,169,10,medium,M,51,6116,1
B,Flight,2,5,243,10,low,F,6,6580,0
F,Ship,5,1,161,3,medium,M,41,7592,0
B,Road,4,3,72,5,low,M,56,607,1
B,Flight,7,1,218,5,low,F,32,6703,1
C,Flight,6,2,175,2,high,M,53,4882,0
B,Road,7,1,108,5,low,F,54,1905,1
A,Flight,4,4,251,4,low,F,8,4489,1
D,Ship,7,1,294,3,low,M,44,5470,0
C,Ship,6,5,155,7,low,M,37,2572,1
B,Road,4,3,143,4,medium,F,18,2790,0
A,Flight,2,4,276,10,low,F,43,2111,0
D,Flight,5,4,74,10,medium,M,61,5264,1
C,Road,7,4,194,9,high,M,12,3893,1
A,Ship,6,2,159,9,low,M,34,5121,0
B,Ship,2,2,68,3,low,F,48,5925,1
F,Road,3,5,259,7,low,M,40,5707,0
F,Flight,2,3,131,5,low,F,54,6668,0
C,Ship,2,1,95,3,low,F,14,1634,1
A,Flight,2,5,84,3,medium,M,13,5131,0
D,Ship,6,2,251,8,medium,F,58,7551,0
A,Flight,3,5,72,2,medium,F,45,7234,0
F,Ship,5,3,158,9,high,M,27,2336,0
C,Flight,2,5,263,6,medium,F,58,6461,1
B,Road,6,4,93,9,high,F,37,6525,0
A,Ship,6,1,58,3,medium,F,39,5915,0
F,Road,5,2,209,2,low,M,50,3825,1
D,Ship,4,2,139,3,low,F,8,1294,1
C,Ship,3,3,142,7,medium,M,10,4017,0
B,Ship,3,3,236,5,medium,F,19,4761,1
A,Flight,7,3,91,9,high,F,33,913,1
D,Ship,2,2,239,10,medium,M,32,892,0
B,Road,4,4,196,10,low,F,27,731,0
F,Flight,3,1,289,6,low,M,52,7956,0
F,Flight,7,3,142,7,low,M,35,2442,0
D,Ship,2,2,166,8,low,F,40,2793,1
F,Flight,4,4,176,5,low,M,29,4198,0
C,Ship,6,3,298,4,medium,M,26,4148,1
D,Road,2,3,84,3,low,F,49,7387,1
F,Flight,4,1,253,5,medium,M,10,7010,0
A,Flight,5,1,185,10,low,F,16,7231,0
F,Road,3,5,266,6,low,F,49,1686,1
C,Road,2,3,268,2,medium,F,31,7585,0
B,Ship,7,5,160,6,low,F,22,5258,0
B,Flight,6,2,92,7,high,M,44,1385,0
F,Road,7,1,296,7,medium,F,17,1109,1
B,Flight,2,4,94,6,low,M,21,597,0
F,Road,3,3,183,9,medium,F,27,7630,0
C,Flight,3,3,62,6,low,F,48,5715,1
B,Road,4,5,60,4,medium,F,41,1446,0
A,Flight,7,1,151,4,low,F,14,2182,1
F,Ship,7,5,247,5,medium,F,19,6853,0
B,Flight,6,3,246,9,low,M,31,2288,0
C,Ship,4,1,184,10,medium,F,55,3057,1
C,Ship,6,3,104,8,low,M,52,7355,1
A,Ship,2,1,232,3,medium,F,42,6244,0
C,Flight,2,3,68,10,medium,M,21,5846,0
C,Flight,7,4,156,7,low,M,19,2979,1
B,Ship,4,5,55,7,high,F,0,5476,0
F,Road,5,1,266,7,low,M,50,5463,1
D,Flight,3,5,58,2,medium,M,56,5732,1
C,Flight,4,1,197,10,low,M,41,6308,0
C,Flight,4,1,74,7,low,F,51,7567,0
D,Flight,2,1,99,8,low,M,25,2263,1
C,Ship,3,3,121,2,medium,F,62,2393,0
B,Road,4,2,227,6,medium,F,60,4590,1
B,Road,2,3,278,4,low,F,61,553,1
D,Road,2,2,215,10,low,F,60,6367,1
C,Road,7,3,115,3,medium,M,45,5607,1
C,Ship,7,2,106,5,low,F,48,4314,1
F,Flight,4,1,71,4,medium,M,23,7195,1
C,Flight,4,1,105,10,low,F,45,5285,0
B,Ship,2,2,85,4,low,F,56,1772,1
A,Flight,7,2,228,2,medium,F,13,3320,0
